class_weight,dropout_rate,l2_alpha,number_of_hidden_layers,sgd_learnrate,accuracy_tr,accuracy_val,log_accuracy_tr,log_accuracy_val
[ 0.50283981 88.53395586],0.1,0.0,55,0.0008,0.9990431070327759,0.9990411758422851,-6.951819014747166,-6.949802859940408
[ 0.50283981 88.53395586],0.1,0.0,40,0.0008,0.9989145994186401,0.9990411758422851,-6.8258061607170335,-6.949802859940408
,0.2,0.0,45,0.002,0.9988897442817688,0.9990373492240906,-6.803164913405685,-6.945819853775229
,0.2,0.0,55,0.002,0.9989250898361206,0.9990373373031616,-6.835518189378836,-6.945807470410971
[ 0.50283981 88.53395586],0.1,0.0,45,0.002,0.9990239143371582,0.9990334987640381,-6.931960206097562,-6.9418279805149785
,0.2,0.0,45,0.001,0.9988943934440613,0.9990258336067199,-6.807361175212009,-6.933928433922565
,0.1,0.0,45,0.001,0.9989855885505676,0.999025821685791,-6.89344668744401,-6.9339161969412295
,0.1,0.0,50,0.002,0.9990536570549011,0.999025821685791,-6.962905533361176,-6.9339161969412295
[ 0.50283981 88.53395586],0.2,0.0,55,0.0008,0.9989567995071411,0.9990220069885254,-6.865461894342911,-6.9300080336864704
,0.1,0.0,40,0.0008,0.9989730715751648,0.9990219950675965,-6.881183043906281,-6.929995844584792
,0.2,0.0,45,0.0008,0.9989299774169922,0.9990219950675965,-6.840075525116265,-6.929995844584792
,0.1,0.0,60,0.001,0.9990056753158569,0.9990143299102783,-6.913446760637131,-6.9221888539536165
,0.1,0.0,55,0.001,0.999019980430603,0.9990143299102783,-6.927938017726609,-6.9221888539536165
[ 0.50283981 88.53395586],0.2,0.0,60,0.002,0.9989501237869263,0.9990143299102783,-6.859083014073283,-6.9221888539536165
,0.1,0.0,45,0.0008,0.9989203214645386,0.9990066647529602,-6.831091934503793,-6.914442340584638
,0.2,0.0,50,0.001,0.9989404678344727,0.9990066409111023,-6.849927821559276,-6.914418339048516
[ 0.50283981 88.53395586],0.2,0.0,40,0.002,0.9988619089126587,0.9990028262138366,-6.778402904880709,-6.910585494101854
[ 0.50283981 88.53395586],0.2,0.0,25,0.0008,0.9988148808479309,0.9990028262138366,-6.7379119591806065,-6.910585494101854
[ 0.50283981 88.53395586],0.1,0.0,20,0.001,0.9987343549728394,0.9990028262138366,-6.672173383865169,-6.910585494101854
,0.1,0.0,25,0.001,0.9988791346549988,0.9990028142929077,-6.79365426253425,-6.910573539457817
[ 0.50283981 88.53395586],0.2,0.0,40,0.001,0.9988455772399902,0.9990028142929077,-6.764154834820793,-6.910573539457817
,0.2,0.0,55,0.001,0.9989050030708313,0.9989989876747132,-6.81700372012975,-6.906743465751011
[ 0.50283981 88.53395586],0.1,0.0,25,0.001,0.9989069104194641,0.9989989757537842,-6.818747114741853,-6.906731556948553
[ 0.50283981 88.53395586],0.2,0.0,45,0.0008,0.9989155530929565,0.9989989757537842,-6.8266851850566805,-6.906731556948553
[ 0.50283981 88.53395586],0.2,0.0,25,0.002,0.9987449645996094,0.9989951491355896,-6.6805914993136435,-6.9029161421040355
,0.2,0.0,40,0.002,0.9988436698913574,0.9989951491355896,-6.762503988387268,-6.9029161421040355
,0.1,0.0,45,0.002,0.9989835619926453,0.9989951491355896,-6.891450913125773,-6.9029161421040355
,0.2,0.0,40,0.001,0.9988762140274048,0.998983633518219,-6.791051961482592,-6.891521284451789
,0.2,0.0,55,0.0008,0.9989625811576843,0.99898362159729,-6.871019533193148,-6.891509555553586
[ 0.50283981 88.53395586],0.1,0.0,45,0.0008,0.9989040493965149,0.9989759802818299,-6.816133161284846,-6.884019496524706
,0.2,0.0,20,0.0008,0.9986441731452942,0.9989759683609009,-6.603343785886826,-6.884007855284383
,0.2,0.0,50,0.0008,0.9989414215087891,0.9989721417427063,-6.850828316892526,-6.8802780034658015
[ 0.50283981 88.53395586],0.2,0.0,50,0.001,0.9989567995071411,0.9989644765853882,-6.865461894342911,-6.872848265494592
,0.1,0.0,20,0.001,0.9988551139831543,0.9989644646644592,-6.772450195537599,-6.872836753576815
[ 0.50283981 88.53395586],0.1,0.0,20,0.0008,0.9987342953681946,0.9989606499671936,-6.672126290691316,-6.8691597296584135
[ 0.50283981 88.53395586],0.2,0.0,40,0.0008,0.9988359212875366,0.9989567995071411,-6.755825309567963,-6.865461894342911
[ 0.50283981 88.53395586],0.2,0.0,25,0.001,0.9988101124763489,0.9989567875862122,-6.733896494266034,-6.8654504671427885
,0.2,0.0,25,0.0008,0.9987918138504028,0.9989452838897706,-6.718635093992642,-6.854483638095179
[ 0.50283981 88.53395586],0.1,0.0,25,0.0008,0.9988935589790344,0.998941445350647,-6.806606702229464,-6.850850839668706
,0.1,0.0,20,0.0008,0.9987209439277649,0.9989299535751343,-6.661632916662194,-6.840053243724547
,0.2,0.0,25,0.002,0.9988033175468445,0.9989261150360107,-6.728202173185109,-6.836472398511744
,0.2,0.0,40,0.0008,0.9988004565238953,0.9989261031150818,-6.725814231151923,-6.8364612978229875
,0.2,0.0,25,0.001,0.9988082051277161,0.9989261031150818,-6.732294812157769,-6.8364612978229875
,0.2,0.0,20,0.002,0.99871426820755,0.9989222764968873,-6.656427234443971,-6.832904330013648
[ 0.50283981 88.53395586],0.2,0.0,20,0.0008,0.9986163973808289,0.9989222645759582,-6.583064587891241,-6.832893268862009
,0.2,0.0,20,0.001,0.9986297488212585,0.9989107728004456,-6.592761213800173,-6.822286825428725
[ 0.50283981 88.53395586],0.2,0.0,20,0.002,0.9985963106155396,0.998906934261322,-6.568651233994124,-6.818768926419846
[ 0.50283981 88.53395586],0.1,0.0,45,0.001,0.9989692568778992,0.9988877654075623,-6.8774752591127655,-6.801384140981219
,0.1,0.0,25,0.0008,0.9989002346992493,0.9988801002502441,-6.812658484896805,-6.794516106827831
,0.1,0.0,25,0.002,0.9988657236099243,0.9988724112510681,-6.781760373148492,-6.787673776663481
[ 0.50283981 88.53395586],0.2,0.0,20,0.001,0.9986355900764465,0.9988187193870545,-6.597033234246682,-6.74115616377104
