class_weight,dropout_rate,l2_alpha,number_of_hidden1_layers,number_of_hidden2_layers,sgd_learnrate,accuracy_tr,accuracy_val,log_accuracy_tr,log_accuracy_val
[0.82543067 1.26821278],0.0,0.0,20,80,0.001,0.9986130595207214,0.9981683611869812,6.58065505185174,6.3025441866333916
[0.82543067 1.26821278],0.2,0.0,40,40,0.01,0.9979819059371948,0.9981566309928894,6.205601746241492,6.296160399440389
[0.82543067 1.26821278],0.1,0.0,20,80,0.01,0.9979584813117981,0.9981566190719604,6.194061293094251,6.296153932536351
[0.82543067 1.26821278],0.1,0.0,40,0,0.001,0.99811851978302,0.9981448888778687,6.275696462479825,6.289810680602996
,0.0,0.0,40,0,0.001,0.9985998272895813,0.9981331467628479,6.571159685384922,6.283501026429332
,0.1,0.0,20,0,0.01,0.9979629516601562,0.9981331348419189,6.19625341111882,6.283494640875972
[0.82543067 1.26821278],0.2,0.0,40,40,0.001,0.9982285499572754,0.9981214165687561,6.335956834606992,6.27723728017877
,0.1,0.0,20,40,0.001,0.998180091381073,0.9981214046478272,6.308968988534734,6.2772309344978225
[0.82543067 1.26821278],0.1,0.0,20,40,0.001,0.9981522560119629,0.9981096625328064,6.293789849971404,6.270999911778789
,0.0,0.0,20,0,0.001,0.9983180165290833,0.9980861783027649,6.387781544520839,6.258653147430224
[0.82543067 1.26821278],0.1,0.0,40,0,0.01,0.9981786608695984,0.9980568289756775,6.308183262516246,6.2434340917077265
,0.0,0.0,20,80,0.01,0.9985882043838501,0.9980568289756775,6.562892898157247,6.2434340917077265
[0.82543067 1.26821278],0.0,0.0,20,0,0.01,0.9984281659126282,0.9980568289756775,6.455512132929446,6.2434340917077265
,0.2,0.0,40,0,0.001,0.9979599714279175,0.9980450868606567,6.19479146530129,6.237409516535297
,0.1,0.0,40,0,0.01,0.9981874227523804,0.9980392217636108,6.313005552767277,6.234413825164692
[0.82543067 1.26821278],0.0,0.0,20,0,0.001,0.9982960820198059,0.9980392098426819,6.374824985422389,6.234407745490585
,0.1,0.0,40,0,0.001,0.9981845021247864,0.9980274796485901,6.311395537469355,6.228443187725894
,0.1,0.0,20,40,0.01,0.9980788230895996,0.9980216145515441,6.254817306567504,6.225474196992439
[0.82543067 1.26821278],0.0,0.0,20,40,0.01,0.9986057281494141,0.9980039954185486,6.575382970889183,6.216607805779147
[0.82543067 1.26821278],0.0,0.0,20,80,0.01,0.998564600944519,0.9980039834976197,6.546312380986523,6.216601833401416
,0.0,0.0,20,0,0.01,0.9984985589981079,0.9980039834976197,6.501329964092031,6.216601833401416
[0.82543067 1.26821278],0.1,0.0,40,80,0.01,0.998171329498291,0.9979981303215026,6.304166077957495,6.213673695863587
,0.1,0.0,40,80,0.01,0.9982593655586243,0.9979981184005737,6.353505610733651,6.213667740983734
[0.82543067 1.26821278],0.1,0.0,20,40,0.01,0.998033344745636,0.9979746460914611,6.231421019621165,6.202010824045249
,0.1,0.0,20,0,0.001,0.9978690147399902,0.9979687690734863,6.1511708428254,6.19911330195434
[0.82543067 1.26821278],0.2,0.0,40,0,0.01,0.9978542327880859,0.9979511499404907,6.14425811600044,6.190476589802055
[0.82543067 1.26821278],0.2,0.0,40,0,0.001,0.9979833364486694,0.9979452848434448,6.20631084040345,6.187618050589995
,0.2,0.0,20,0,0.001,0.9974845051765442,0.9979276776313781,5.985285745893968,6.179085383375015
,0.0,0.0,40,0,0.01,0.9985602498054504,0.9979218125343323,6.5432856564501805,6.1762591759046535
,0.2,0.0,40,0,0.01,0.9980422258377075,0.9979217886924744,6.235947082541181,6.1762477035415655
[0.82543067 1.26821278],0.1,0.0,20,0,0.001,0.9978528022766113,0.9978454828262329,6.14359167145728,6.140188629825213
[0.82543067 1.26821278],0.1,0.0,20,0,0.01,0.9979026913642883,0.9978337407112121,6.167100358249073,6.134753428986174
,0.2,0.0,40,80,0.01,0.997845470905304,0.9978219985961914,6.140183096847301,6.129347609931338
,0.2,0.0,40,40,0.01,0.9980025291442871,0.997798502445221,6.215873470811816,6.118617443475849
,0.1,0.0,20,80,0.01,0.9979320764541626,0.9977750301361084,6.181210293117333,6.10801190777402
[0.82543067 1.26821278],0.0,0.0,40,0,0.01,0.9985338449478149,0.9977691650390625,6.525111915636332,6.1053793416434665
[0.82543067 1.26821278],0.2,0.0,40,80,0.01,0.9978499412536621,0.9977574348449707,6.142260113337767,6.100134909813804
[0.82543067 1.26821278],0.2,0.0,20,0,0.001,0.9975196123123169,0.9977515578269959,5.99934040534416,6.097517670116635
[0.82543067 1.26821278],0.2,0.0,20,0,0.01,0.9975373148918152,0.9977339386940003,6.006503016906743,6.089712062020445
[0.82543067 1.26821278],0.2,0.0,20,40,0.001,0.997836709022522,0.9976517558097839,6.136124616103718,6.054087383183601
,0.2,0.0,20,40,0.001,0.9977618455886841,0.9974932670593262,6.102103676246407,5.988774990939404
,0.2,0.0,20,0,0.01,0.9975034594535828,0.9974639058113098,5.9928492868507774,5.977130102446159
[0.82543067 1.26821278],0.2,0.0,20,40,0.01,0.9978660345077515,0.9974345207214356,6.149773296688551,5.965609964572804
,0.2,0.0,20,80,0.01,0.9972818493843079,0.9971116542816162,5.907803550626558,5.847071356534405
[0.82543067 1.26821278],0.2,0.0,20,80,0.01,0.9975916147232056,0.9969355463981628,6.0287987656652,5.787885995685931
,0.2,0.0,20,40,0.01,0.9975695610046387,0.9967652916908264,6.01968338141881,5.733816522274298
[0.82543067 1.26821278],0.2,0.0,20,80,0.001,0.9979599714279175,0.9964717626571655,6.19479146530129,5.646956869054337
,0.2,0.0,20,80,0.001,0.9980112910270691,0.9963602185249328,6.22026960810098,5.615831633457828
